Commodity_Detail,Commodity Group,Production_Type,Sector,Sub-Sector,HS8,NAICS6,NAICS6_Code,NAICS5_Code,NAICS4_Code,NAICS3_Code,HS8_code
Black tea,Coffee & tea (processed),Secondary,"Food, beverage & other manufacturing",Beverage manufacturing (for human consumption),"09023090 Black tea, fermented, etc, in pack not exceeding 3 kg, exc tea in bags (Kilogram)",311920 Coffee and tea manufacturing,311920,31192,3119,311,09023090
Black tea,Coffee & tea (processed),Secondary,"Food, beverage & other manufacturing",Beverage manufacturing (for human consumption),"09024000 Black tea fermented and partly fermented tea, in packages exceeding 3 kg (Kilogram)",311920 Coffee and tea manufacturing,311920,31192,3119,311,09024000
Maté,Coffee & tea (processed),Secondary,"Food, beverage & other manufacturing",Beverage manufacturing (for human consumption),09030000 Maté (Kilogram),311920 Coffee and tea manufacturing,311920,31192,3119,311,09030000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09041100 Pepper, of the genus Piper, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09041100
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09041200 Pepper, of the genus Piper, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09041200
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09041210 Pepper of the genus Piper, o/t Cubeb pepper, crushed or ground, for processing (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09041210
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09041290 Pepper of the genus Piper, o/t Cubeb pepper, crushed or ground, nes (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09041290
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09042000 Fruits of the genus Capsicum or Pimenta, dried, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09042000
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09042010 Fruits,genus Capsicum or Pimenta, excl chili peppers & paprikas, crushed/ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09042010
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09042021 Chili pepper, dried or crushed or ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09042021
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09042029 Fruits of the genus Capsicum or Pimenta, nes, dried or crushed or ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09042029
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09042090 Fruits of the genus Capsicum or Pimenta, dried but neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09042090
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09042100 Fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09042100
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09042200 Fruits of the genus Capsicum or Pimenta, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09042200
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09042210 Chili peppers, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09042210
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09042290 Fruits,of genus Capsicum/Pimenta,excl chili pepper & paprika,crushed/ground,nes (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09042290
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09050000 Vanilla beans (Kilogram),111330 Non-citrus fruit and tree nut farming,111330,11133,1113,111,09050000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09051000 Vanilla, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09051000
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09052000 Vanilla, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09052000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09061000 Cinnamon and cinnamon-tree flowers neither crushed nor ground (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09061000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09061100 Cinnamon (Cinnamomun zeylanicum Blume), neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09061100
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09061900 Cinnamon-tree flowers, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09061900
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09062000 Cinnamon and cinnamon-tree flowers crushed or ground (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09062000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09070000 Cloves (whole fruit, cloves and stems) (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09070000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09070010 Cloves, whole fruit, cloves and stems, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09070010
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09070020 Cloves, whole fruit, cloves and stems, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09070020
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09071000 Cloves, whole fruit, cloves and stems, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09071000
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09072000 Cloves, whole fruit, cloves and stems, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09072000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09081000 Nutmeg (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09081000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09081010 Nutmeg, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09081010
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09081020 Nutmeg, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09081020
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09081100 Nutmeg, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09081100
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09081200 Nutmeg, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09081200
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09082000 Mace (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09082000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09082010 Mace, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09082010
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09082020 Mace, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09082020
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09082100 Mace, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09082100
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09082200 Mace, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09082200
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09083000 Cardamoms (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09083000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09083010 Cardamoms, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09083010
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09083020 Cardamoms, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09083020
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09083100 Cardamons, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09083100
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09083200 Cardamons, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09083200
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09091000 Anise or badian seeds (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09091000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09091010 Anise or badian seeds, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09091010
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09091020 Anise or badian seeds, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09091020
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09092000 Coriander seeds (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09092000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09092010 Coriander seeds, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09092010
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09092020 Coriander seeds, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09092020
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09092100 Seeds of coriander, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09092100
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09092200 Seeds of coriander, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09092200
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09093000 Cumin seeds (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09093000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09093010 Cumin seeds, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09093010
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09093020 Cumin seeds, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09093020
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09093100 Seeds of cumin, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09093100
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09093200 Seeds of cumin, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09093200
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09094000 Caraway seeds (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09094000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09094010 Caraway seeds, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09094010
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09094020 Caraway seeds, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09094020
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09095000 Fennel seeds; juniper berries (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09095000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09095010 Fennel seeds or juniper berries, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09095010
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09095020 Fennel seeds or juniper berries, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09095020
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09096100 Seeds of anise,badian,caraway,fennel; juniper berries,neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09096100
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09096200 Seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09096200
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09101000 Ginger (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09101000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09101010 Ginger, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09101010
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09101020 Ginger, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09101020
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09101100 Ginger, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09101100
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09101200 Ginger, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09101200
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09102000 Saffron (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09102000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09103000 Turmeric (curcuma) (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09103000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09104000 Thyme and bay leaves (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09104000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09104010 Thyme and bay leaves, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09104010
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09104020 Thyme and bay leaves, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09104020
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09105000 Curry (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09105000
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09109100 Mixtures of spices,of two/more products of different headings Nos 09.04 to 09.10 (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09109100
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09109110 Curry (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09109110
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09109120 Mixtures of two or more prod of diff headings to this Chapter, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09109120
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09109130 Curry (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09109130
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09109190 Mixtures of two/more of the products of different headings of this Chapter,nes (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09109190
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09109191 Mixtures of two or more prod of diff hd to this Chapter, not crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09109191
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09109192 Mixtures of two or more prod of diff headings to this Chapter, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09109192
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09109900 Spices, nes (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09109900
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09109910 Thyme; bay leaves (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09109910
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09109911 Dill seeds, for sowing, in packages not exceeding 500g (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09109911
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09109919 Dill seeds, nes (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09109919
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),09109920 Curry (Kilogram),111999 All other miscellaneous crop farming,111999,11199,1119,111,09109920
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09109990 Spices, nes (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09109990
Spices,Herbs & spices,Primary,Crops,Other crop products (for human consumption),"09109991 Spices, nes, neither crushed nor ground (Kilogram)",111999 All other miscellaneous crop farming,111999,11199,1119,111,09109991
Spices,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"09109992 Spices, nes, crushed or ground (Kilogram)",311940 Seasoning and dressing manufacturing,311940,31194,3119,311,09109992
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10011000 Wheat, durum (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10011000
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10011010 Durum wheat, seed (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10011010
Wheat,Grains & cereals (processed),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"10011020 Durum wheat,over access commitment (Metric Ton)",311211 Flour milling,311211,31121,3112,311,10011020
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10011090 Durum wheat, except seed (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10011090
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10011100 Durum wheat, seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10011100
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10011110 Durum wheat, seed for sowing, within access commitment (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10011110
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10011120 Durum wheat, seed for sowing, over access commitment (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10011120
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10011900 Durum wheat, other than seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10011900
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10011910 Durum wheat, certified organic, o/t seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10011910
Wheat,Grains & cereals (processed),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"10011920 Durum wheat, other than seed for sowing, over access commitment (Metric Ton)",311211 Flour milling,311211,31121,3112,311,10011920
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10011990 Durum wheat, o/t certified organic, o/t seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10011990
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),10011999 Durum wheat (Metric Ton),111140 Wheat farming,111140,11114,1111,111,10011999
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019000 Wheat, nes (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019000
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10019005 Wheat nes, seed (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019005
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10019010 Wheat nes, seed (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019010
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019011 Red spring wheat, exc seed, grade 1 (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019011
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019012 Red spring wheat, exc seed, grade 1, 13.5% protein (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019012
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019013 Red spring wheat, exc seed, grade 2 (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019013
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019014 Red spring wheat, exc seed, grade 2, 13.5% protein (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019014
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019015 Red spring wheat, exc seed, grade 3 (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019015
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019019 Red spring wheat, exc seed, nes (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019019
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019020 White winter wheat, except seed (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019020
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019021 Red spring wheat, exc seed, grade 1 (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019021
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019022 Red spring wheat, exc seed, grade 2 (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019022
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019023 Red spring wheat, exc seed, grade 3 (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019023
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019029 Red spring wheat, exc seed, nes (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019029
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019030 White winter wheat, except seed (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019030
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019040 Canadian western red winter wheat, exc seed (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019040
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10019041 Wheat nes, seed (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019041
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019049 Wheat nes, except seed (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019049
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019050 Soft white spring wheat, exc seed (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019050
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10019060 Soft white spring wheat, exc seed (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019060
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019090 Wheat, nes and meslin (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019090
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10019100 Wheat and meslin, other than durum wheat, seed for sowing, nes (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019100
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10019110 Wheat and meslin,o/t durum wheat,seed for sowing, within access commitment,nes (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019110
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10019120 Wheat and meslin,o/t durum wheat,seed for sowing, over access commitment,nes (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019120
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019900 Wheat and meslin, other than durum wheat, other than seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019900
Wheat seeds,Seeds (for sowing or oil),Primary,Crops,Other crop products (not for human consumption),"10019910 Wheat and meslin,nes,o/t durum wheat & seed for sowing,within access commitment (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019910
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019911 Red spring wheat, grade 1, other than seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019911
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019912 Red spring wheat, grade 2, other than seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019912
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019913 Red spring wheat, grade 3, other than seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019913
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019919 Red spring wheat, nes, other than seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019919
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019920 White winter wheat, other than seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019920
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019921 Red spring wheat, certified organic, o/t seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019921
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019929 Wheat & meslin, certified organic,o/t red spring/durum wheat,o/t seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019929
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019930 Western red winter wheat, other than seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019930
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019931 Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019931
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019932 Red spring wheat, o/t certified organic, grade 2, o/t seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019932
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019933 Red spring wheat, o/t certified organic, grade 3, o/t seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019933
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019939 Red spring wheat, o/t certified organic, nes, o/t seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019939
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019940 Soft white spring wheat, other than seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019940
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019950 Soft white spring wheat, o/t certified organic, o/t seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019950
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019960 White winter wheat, o/t certified organic, o/t seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019960
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019970 Western red winter wheat, o/t certified organic, o/t seed for sowing (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019970
Wheat,Grains,Primary,Crops,Other crop products (for human consumption),"10019990 Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes (Metric Ton)",111140 Wheat farming,111140,11114,1111,111,10019990
